0.433379,0.262697,0.402947
0.382756,0.215324,0.403033
0.489588,0.255438,0.402844
0.429387,0.196093,0.408743
0.540277,0.295358,0.402757
0.725523,0.369032,0.130044
0.557556,0.168725,0.402711
0.564993,0.270093,0.254758
0.425568,0.184003,0.40296
0.454436,0.231944,0.535092
0.430418,0.197758,0.255358
0.392243,0.200451,0.403019
0.520439,0.272071,0.535307
0.727328,0.370766,0.541882
0.639913,0.28328,0.402573
0.651502,0.263157,0.408118
0.662818,0.193928,0.402524
0.745349,0.340183,0.395299
0.631429,0.2745,0.273246
0.677583,0.256084,0.402497
0.670144,0.263321,0.254618
0.628722,0.24705,0.26795
0.416167,0.245049,0.267764
0.609157,0.16166,0.270669
0.338587,0.278556,0.408921
0.40437,0.272534,0.403
0.62739,0.352793,0.402609
0.312079,0.19649,0.409045
0.621207,0.361965,0.539685
0.49267,0.195002,0.40283
0.293787,0.248587,0.409048
0.694165,0.249732,0.537412
0.684626,0.325665,0.402494
0.35948,0.220674,0.408904
0.739417,0.237974,0.394662
0.646991,0.349545,0.402573
0.378364,0.205451,0.267854
0.782305,0.287835,0.142121
0.470944,0.30637,0.408557
0.538898,0.190295,0.273437
0.602508,0.280668,0.402636
0.272504,0.241612,0.255394
0.613207,0.322103,0.402629
0.368035,0.244257,0.403066
0.751202,0.199762,0.400154
0.622419,0.241816,0.402595
0.655735,0.323076,0.402552
0.715081,0.251296,0.401729
0.336245,0.263096,0.537257
0.57861,0.135998,0.273646
0.483515,0.277514,0.27311
0.635396,0.357491,0.408096
0.685974,0.262243,0.273341
0.364439,0.137067,0.408945
0.519236,0.126046,0.408548
0.647095,0.240248,0.402552
0.337547,0.20072,0.408985
0.681408,0.304128,0.402491
0.37923,0.289507,0.256389
0.390403,0.184349,0.408857
0.235355,0.225178,0.409225
0.452725,0.145643,0.27351
0.459082,0.295016,0.534294
0.616958,0.2266,0.408239
0.763631,0.317615,0.396786
0.462427,0.180404,0.410011
0.339047,0.148983,0.409975
0.298273,0.191206,0.274053
0.604485,0.303603,0.410165
0.714723,0.320516,0.401979
0.669609,0.265413,0.410114
0.382347,0.147897,0.409971
0.65782,0.226139,0.401676
0.455673,0.263418,0.410118
0.612407,0.190229,0.266152
0.700673,0.157698,0.409974
0.162851,0.246271,0.410102
